snap,side,target_delta,spot,vix,atm_iv,variant,sigma,actual_strike,derived_strike,error_pts,error_increments,implied_m
10:30,p,0.15,7600.9,15.88,0.1213,atmiv,0.1213,7588.6,7584.8,-3.8,-0.76,0.763
10:30,p,0.2,7600.9,15.88,0.1213,vix,0.1588,7591.9,7583.8,-8.1,-1.62,0.526
10:30,p,0.2,7600.9,15.88,0.1213,vixadj,0.1244,7591.9,7587.5,-4.4,-0.88,0.671
10:30,p,0.2,7600.9,15.88,0.1213,atmiv,0.1213,7591.9,7587.8,-4.1,-0.81,0.689
10:30,p,0.3,7600.9,15.88,0.1213,vix,0.1588,7596.1,7590.2,-5.9,-1.18,0.446
10:30,p,0.3,7600.9,15.88,0.1213,vixadj,0.1244,7596.1,7592.5,-3.6,-0.72,0.569
10:30,p,0.3,7600.9,15.88,0.1213,atmiv,0.1213,7596.1,7592.8,-3.4,-0.68,0.583
10:30,c,0.05,7600.9,15.88,0.1213,vix,0.1588,7629.7,7634.5,4.8,0.97,0.856
10:30,c,0.05,7600.9,15.88,0.1213,vixadj,0.1244,7629.7,7627.2,-2.5,-0.49,1.094
10:30,c,0.05,7600.9,15.88,0.1213,atmiv,0.1213,7629.7,7626.6,-3.1,-0.63,1.122
10:30,c,0.1,7600.9,15.88,0.1213,vix,0.1588,7621.8,7627.1,5.3,1.06,0.798
10:30,c,0.1,7600.9,15.88,0.1213,vixadj,0.1244,7621.8,7621.4,-0.4,-0.08,1.019
10:30,c,0.1,7600.9,15.88,0.1213,atmiv,0.1213,7621.8,7620.9,-0.9,-0.18,1.046
10:30,c,0.15,7600.9,15.88,0.1213,vix,0.1588,7618.0,7622.1,4.1,0.83,0.805
10:30,c,0.15,7600.9,15.88,0.1213,vixadj,0.1244,7618.0,7617.5,-0.5,-0.09,1.028
10:30,c,0.15,7600.9,15.88,0.1213,atmiv,0.1213,7618.0,7617.1,-0.9,-0.18,1.054
10:30,c,0.2,7600.9,15.88,0.1213,vix,0.1588,7615.3,7618.1,2.8,0.55,0.839
10:30,c,0.2,7600.9,15.88,0.1213,vixadj,0.1244,7615.3,7614.4,-1.0,-0.19,1.072
10:30,c,0.2,7600.9,15.88,0.1213,atmiv,0.1213,7615.3,7614.0,-1.3,-0.26,1.1
10:30,c,0.3,7600.9,15.88,0.1213,vix,0.1588,7611.9,7611.6,-0.3,-0.05,1.024
10:30,c,0.3,7600.9,15.88,0.1213,vixadj,0.1244,7611.9,7609.3,-2.6,-0.52,1.309
10:30,c,0.3,7600.9,15.88,0.1213,atmiv,0.1213,7611.9,7609.1,-2.8,-0.56,1.343
11:00,p,0.05,7612.86,15.74,0.1175,vix,0.1574,7579.0,7583.2,4.1,0.82,1.138
11:00,p,0.05,7612.86,15.74,0.1175,vixadj,0.1233,7579.0,7589.6,10.5,2.11,1.452
11:00,p,0.05,7612.86,15.74,0.1175,atmiv,0.1175,7579.0,7590.7,11.6,2.33,1.524
11:00,p,0.1,7612.86,15.74,0.1175,vix,0.1574,7591.3,7589.7,-1.5,-0.31,0.933
11:00,p,0.1,7612.86,15.74,0.1175,vixadj,0.1233,7591.3,7594.7,3.5,0.69,1.19
11:00,p,0.1,7612.86,15.74,0.1175,atmiv,0.1175,7591.3,7595.6,4.3,0.86,1.25
11:00,p,0.15,7612.86,15.74,0.1175,vix,0.1574,7596.6,7594.1,-2.5,-0.5,0.867
11:00,p,0.15,7612.86,15.74,0.1175,vixadj,0.1233,7596.6,7598.2,1.6,0.31,1.106
11:00,p,0.15,7612.86,15.74,0.1175,atmiv,0.1175,7596.6,7598.9,2.3,0.45,1.161
11:00,p,0.2,7612.86,15.74,0.1175,vix,0.1574,7600.4,7597.7,-2.8,-0.55,0.819
11:00,p,0.2,7612.86,15.74,0.1175,vixadj,0.1233,7600.4,7600.9,0.5,0.11,1.045
11:00,p,0.2,7612.86,15.74,0.1175,atmiv,0.1175,7600.4,7601.5,1.1,0.22,1.097
11:00,p,0.3,7612.86,15.74,0.1175,vix,0.1574,7605.7,7603.4,-2.3,-0.47,0.754
11:00,p,0.3,7612.86,15.74,0.1175,vixadj,0.1233,7605.7,7605.4,-0.3,-0.06,0.962
11:00,p,0.3,7612.86,15.74,0.1175,atmiv,0.1175,7605.7,7605.8,0.1,0.01,1.01
11:00,c,0.05,7612.86,15.74,0.1175,vix,0.1574,7641.3,7642.7,1.4,0.28,0.952
11:00,c,0.05,7612.86,15.74,0.1175,vixadj,0.1233,7641.3,7636.2,-5.1,-1.01,1.216
11:00,c,0.05,7612.86,15.74,0.1175,atmiv,0.1175,7641.3,7635.1,-6.2,-1.23,1.277
11:00,c,0.1,7612.86,15.74,0.1175,vix,0.1574,7632.6,7636.1,3.5,0.7,0.85
11:00,c,0.1,7612.86,15.74,0.1175,vixadj,0.1233,7632.6,7631.1,-1.6,-0.31,1.085
11:00,c,0.1,7612.86,15.74,0.1175,atmiv,0.1175,7632.6,7630.2,-2.4,-0.48,1.139
11:00,c,0.15,7612.86,15.74,0.1175,vix,0.1574,7628.2,7631.7,3.5,0.7,0.814
11:00,c,0.15,7612.86,15.74,0.1175,vixadj,0.1233,7628.2,7627.6,-0.6,-0.12,1.039
11:00,c,0.15,7612.86,15.74,0.1175,atmiv,0.1175,7628.2,7626.9,-1.3,-0.26,1.091
11:00,c,0.2,7612.86,15.74,0.1175,vix,0.1574,7624.9,7628.1,3.3,0.66,0.785
11:00,c,0.2,7612.86,15.74,0.1175,vixadj,0.1233,7624.9,7624.8,-0.0,-0.01,1.003
11:00,c,0.2,7612.86,15.74,0.1175,atmiv,0.1175,7624.9,7624.3,-0.6,-0.12,1.053
11:00,c,0.3,7612.86,15.74,0.1175,vix,0.1574,7620.1,7622.4,2.3,0.45,0.762
11:00,c,0.3,7612.86,15.74,0.1175,vixadj,0.1233,7620.1,7620.3,0.2,0.04,0.974
11:00,c,0.3,7612.86,15.74,0.1175,atmiv,0.1175,7620.1,7620.0,-0.2,-0.03,1.022
11:30,p,0.05,7615.66,15.75,0.1064,vix,0.1575,7587.3,7589.9,2.6,0.53,1.103
11:30,p,0.05,7615.66,15.75,0.1064,vixadj,0.1234,7587.3,7595.5,8.2,1.64,1.407
11:30,p,0.05,7615.66,15.75,0.1064,atmiv,0.1064,7587.3,7598.3,11.0,2.2,1.632
11:30,p,0.1,7615.66,15.75,0.1064,vix,0.1575,7598.4,7595.6,-2.8,-0.56,0.861
11:30,p,0.1,7615.66,15.75,0.1064,vixadj,0.1234,7598.4,7599.9,1.5,0.31,1.098
11:30,p,0.1,7615.66,15.75,0.1064,atmiv,0.1064,7598.4,7602.1,3.7,0.74,1.273
11:30,p,0.15,7615.66,15.75,0.1064,vix,0.1575,7602.8,7599.4,-3.4,-0.67,0.793
11:30,p,0.15,7615.66,15.75,0.1064,vixadj,0.1234,7602.8,7602.9,0.1,0.03,1.011
11:30,p,0.15,7615.66,15.75,0.1064,atmiv,0.1064,7602.8,7604.7,1.9,0.38,1.173
11:30,p,0.2,7615.66,15.75,0.1064,vix,0.1575,7605.8,7602.5,-3.3,-0.66,0.748
11:30,p,0.2,7615.66,15.75,0.1064,vixadj,0.1234,7605.8,7605.3,-0.5,-0.09,0.955
11:30,p,0.2,7615.66,15.75,0.1064,atmiv,0.1064,7605.8,7606.8,1.0,0.19,1.108
11:30,p,0.3,7615.66,15.75,0.1064,vix,0.1575,7610.0,7607.4,-2.6,-0.52,0.684
11:30,p,0.3,7615.66,15.75,0.1064,vixadj,0.1234,7610.0,7609.2,-0.8,-0.16,0.872
11:30,p,0.3,7615.66,15.75,0.1064,atmiv,0.1064,7610.0,7610.1,0.1,0.01,1.012
11:30,c,0.05,7615.66,15.75,0.1064,vix,0.1575,7639.2,7641.5,2.3,0.46,0.911
11:30,c,0.05,7615.66,15.75,0.1064,vixadj,0.1234,7639.2,7635.9,-3.3,-0.66,1.164
11:30,c,0.05,7615.66,15.75,0.1064,atmiv,0.1064,7639.2,7633.1,-6.1,-1.22,1.351
11:30,c,0.1,7615.66,15.75,0.1064,vix,0.1575,7632.0,7635.8,3.9,0.77,0.808
11:30,c,0.1,7615.66,15.75,0.1064,vixadj,0.1234,7632.0,7631.4,-0.5,-0.1,1.032
11:30,c,0.1,7615.66,15.75,0.1064,atmiv,0.1064,7632.0,7629.3,-2.7,-0.54,1.198
11:30,c,0.15,7615.66,15.75,0.1064,vix,0.1575,7628.0,7632.0,3.9,0.79,0.759
11:30,c,0.15,7615.66,15.75,0.1064,vixadj,0.1234,7628.0,7628.4,0.4,0.08,0.969
11:30,c,0.15,7615.66,15.75,0.1064,atmiv,0.1064,7628.0,7626.7,-1.4,-0.27,1.124
11:30,c,0.2,7615.66,15.75,0.1064,vix,0.1575,7625.0,7628.9,3.9,0.77,0.708
11:30,c,0.2,7615.66,15.75,0.1064,vixadj,0.1234,7625.0,7626.0,1.0,0.2,0.904
11:30,c,0.2,7615.66,15.75,0.1064,atmiv,0.1064,7625.0,7624.6,-0.4,-0.09,1.049
11:30,c,0.3,7615.66,15.75,0.1064,vix,0.1575,7621.6,7623.9,2.3,0.47,0.717
11:30,c,0.3,7615.66,15.75,0.1064,vixadj,0.1234,7621.6,7622.1,0.5,0.11,0.916
11:30,c,0.3,7615.66,15.75,0.1064,atmiv,0.1064,7621.6,7621.2,-0.3,-0.07,1.063
12:00,p,0.05,7612.47,15.73,0.1166,vix,0.1573,7584.7,7591.5,6.7,1.35,1.321
12:00,p,0.05,7612.47,15.73,0.1166,vixadj,0.1232,7584.7,7596.0,11.3,2.26,1.686
12:00,p,0.05,7612.47,15.73,0.1166,atmiv,0.1166,7584.7,7596.9,12.2,2.44,1.782
12:00,p,0.1,7612.47,15.73,0.1166,vix,0.1573,7596.1,7596.1,0.0,0.0,1.001
12:00,p,0.1,7612.47,15.73,0.1166,vixadj,0.1232,7596.1,7599.6,3.6,0.71,1.277
12:00,p,0.1,7612.47,15.73,0.1166,atmiv,0.1166,7596.1,7600.3,4.3,0.85,1.35
12:00,p,0.15,7612.47,15.73,0.1166,vix,0.1573,7600.3,7599.2,-1.1,-0.22,0.918
12:00,p,0.15,7612.47,15.73,0.1166,vixadj,0.1232,7600.3,7602.1,1.8,0.35,1.171
12:00,p,0.15,7612.47,15.73,0.1166,atmiv,0.1166,7600.3,7602.7,2.3,0.47,1.238
12:00,p,0.2,7612.47,15.73,0.1166,vix,0.1573,7603.1,7601.7,-1.4,-0.28,0.871
12:00,p,0.2,7612.47,15.73,0.1166,vixadj,0.1232,7603.1,7604.0,0.9,0.19,1.112
12:00,p,0.2,7612.47,15.73,0.1166,atmiv,0.1166,7603.1,7604.5,1.4,0.28,1.175
12:00,p,0.3,7612.47,15.73,0.1166,vix,0.1573,7607.0,7605.8,-1.2,-0.24,0.824
12:00,p,0.3,7612.47,15.73,0.1166,vixadj,0.1232,7607.0,7607.2,0.3,0.05,1.051
12:00,p,0.3,7612.47,15.73,0.1166,atmiv,0.1166,7607.0,7607.5,0.6,0.11,1.112
12:00,c,0.05,7612.47,15.73,0.1166,vix,0.1573,7629.6,7633.6,3.9,0.79,0.813
12:00,c,0.05,7612.47,15.73,0.1166,vixadj,0.1232,7629.6,7629.0,-0.6,-0.13,1.038
12:00,c,0.05,7612.47,15.73,0.1166,atmiv,0.1166,7629.6,7628.1,-1.5,-0.31,1.098
12:00,c,0.1,7612.47,15.73,0.1166,vix,0.1573,7625.8,7628.9,3.1,0.62,0.81
12:00,c,0.1,7612.47,15.73,0.1166,vixadj,0.1232,7625.8,7625.3,-0.4,-0.09,1.035
12:00,c,0.1,7612.47,15.73,0.1166,atmiv,0.1166,7625.8,7624.6,-1.1,-0.23,1.094
12:00,c,0.15,7612.47,15.73,0.1166,vix,0.1573,7622.8,7625.8,2.9,0.59,0.778
12:00,c,0.15,7612.47,15.73,0.1166,vixadj,0.1232,7622.8,7622.9,0.1,0.01,0.994
12:00,c,0.15,7612.47,15.73,0.1166,atmiv,0.1166,7622.8,7622.3,-0.5,-0.1,1.051
12:00,c,0.2,7612.47,15.73,0.1166,vix,0.1573,7620.1,7623.3,3.2,0.64,0.703
12:00,c,0.2,7612.47,15.73,0.1166,vixadj,0.1232,7620.1,7620.9,0.9,0.17,0.898
12:00,c,0.2,7612.47,15.73,0.1166,atmiv,0.1166,7620.1,7620.5,0.4,0.08,0.949
12:00,c,0.3,7612.47,15.73,0.1166,vix,0.1573,7617.4,7619.2,1.8,0.37,0.728
12:00,c,0.3,7612.47,15.73,0.1166,vixadj,0.1232,7617.4,7617.7,0.4,0.07,0.93
12:00,c,0.3,7612.47,15.73,0.1166,atmiv,0.1166,7617.4,7617.4,0.1,0.02,0.983
12:30,p,0.05,7613.15,15.87,0.1287,vix,0.1587,7596.0,7598.2,2.1,0.43,1.143
12:30,p,0.05,7613.15,15.87,0.1287,vixadj,0.1243,7596.0,7601.4,5.4,1.08,1.458
12:30,p,0.05,7613.15,15.87,0.1287,atmiv,0.1287,7596.0,7601.0,5.0,0.99,1.409
12:30,p,0.1,7613.15,15.87,0.1287,vix,0.1587,7602.0,7601.5,-0.6,-0.11,0.951
12:30,p,0.1,7613.15,15.87,0.1287,vixadj,0.1243,7602.0,7604.0,2.0,0.39,1.213
12:30,p,0.1,7613.15,15.87,0.1287,atmiv,0.1287,7602.0,7603.7,1.6,0.33,1.172
12:30,p,0.15,7613.15,15.87,0.1287,vix,0.1587,7605.2,7603.7,-1.5,-0.31,0.837
12:30,p,0.15,7613.15,15.87,0.1287,vixadj,0.1243,7605.2,7605.7,0.5,0.1,1.068
12:30,p,0.15,7613.15,15.87,0.1287,atmiv,0.1287,7605.2,7605.5,0.2,0.05,1.032
12:30,p,0.2,7613.15,15.87,0.1287,vix,0.1587,7606.7,7605.5,-1.2,-0.25,0.84
12:30,p,0.2,7613.15,15.87,0.1287,vixadj,0.1243,7606.7,7607.1,0.4,0.09,1.072
12:30,p,0.2,7613.15,15.87,0.1287,atmiv,0.1287,7606.7,7606.9,0.2,0.04,1.035
12:30,p,0.3,7613.15,15.87,0.1287,vix,0.1587,7609.6,7608.4,-1.3,-0.25,0.736
12:30,p,0.3,7613.15,15.87,0.1287,vixadj,0.1243,7609.6,7609.4,-0.2,-0.05,0.939
12:30,p,0.3,7613.15,15.87,0.1287,atmiv,0.1287,7609.6,7609.3,-0.4,-0.07,0.907
12:30,c,0.05,7613.15,15.87,0.1287,vix,0.1587,7628.5,7628.2,-0.3,-0.06,1.02
12:30,c,0.05,7613.15,15.87,0.1287,vixadj,0.1243,7628.5,7624.9,-3.6,-0.71,1.302
12:30,c,0.05,7613.15,15.87,0.1287,atmiv,0.1287,7628.5,7625.3,-3.1,-0.63,1.257
12:30,c,0.1,7613.15,15.87,0.1287,vix,0.1587,7624.5,7624.9,0.4,0.08,0.966
12:30,c,0.1,7613.15,15.87,0.1287,vixadj,0.1243,7624.5,7622.3,-2.1,-0.43,1.233
12:30,c,0.1,7613.15,15.87,0.1287,atmiv,0.1287,7624.5,7622.6,-1.8,-0.36,1.191
12:30,c,0.15,7613.15,15.87,0.1287,vix,0.1587,7622.3,7622.6,0.3,0.07,0.964
12:30,c,0.15,7613.15,15.87,0.1287,vixadj,0.1243,7622.3,7620.6,-1.7,-0.34,1.231
12:30,c,0.15,7613.15,15.87,0.1287,atmiv,0.1287,7622.3,7620.8,-1.5,-0.29,1.189
12:30,c,0.2,7613.15,15.87,0.1287,vix,0.1587,7620.1,7620.8,0.7,0.15,0.904
12:30,c,0.2,7613.15,15.87,0.1287,vixadj,0.1243,7620.1,7619.2,-0.9,-0.19,1.154
12:30,c,0.2,7613.15,15.87,0.1287,atmiv,0.1287,7620.1,7619.4,-0.7,-0.14,1.115
12:30,c,0.3,7613.15,15.87,0.1287,vix,0.1587,7617.8,7617.9,0.1,0.03,0.973
12:30,c,0.3,7613.15,15.87,0.1287,vixadj,0.1243,7617.8,7616.9,-0.9,-0.18,1.242
12:30,c,0.3,7613.15,15.87,0.1287,atmiv,0.1287,7617.8,7617.0,-0.8,-0.16,1.2
