day,vix1d_anchor,snap_pt,side,target_delta,D,spot,half_day
2025-10-09,9.71,08:00,p,0.25,1.0376,6737.16,0
2025-10-09,9.71,08:00,p,0.3,0.7668,6737.16,0
2025-10-09,9.71,08:00,c,0.05,2.0334,6737.16,0
2025-10-09,9.71,08:00,c,0.1,1.5524,6737.16,0
2025-10-09,9.71,08:00,c,0.15,1.2704,6737.16,0
2025-10-09,9.71,08:00,c,0.2,1.0403,6737.16,0
2025-10-09,9.71,08:00,c,0.25,0.8213,6737.16,0
2025-10-09,9.71,08:00,c,0.3,0.6552,6737.16,0
2025-10-09,9.71,10:00,p,0.05,3.776,6721.49,0
2025-10-09,9.71,10:00,p,0.1,2.5496,6721.49,0
2025-10-09,9.71,10:00,p,0.15,1.9733,6721.49,0
2025-10-09,9.71,10:00,p,0.2,1.5249,6721.49,0
2025-10-09,9.71,10:00,p,0.25,1.1529,6721.49,0
2025-10-09,9.71,10:00,p,0.3,0.8574,6721.49,0
2025-10-09,9.71,10:00,c,0.05,2.7239,6721.49,0
2025-10-09,9.71,10:00,c,0.1,1.9819,6721.49,0
2025-10-09,9.71,10:00,c,0.15,1.6317,6721.49,0
2025-10-09,9.71,10:00,c,0.2,1.3485,6721.49,0
2025-10-09,9.71,10:00,c,0.25,1.0918,6721.49,0
2025-10-09,9.71,10:00,c,0.3,0.8654,6721.49,0
2025-10-09,9.71,12:00,p,0.05,3.1937,6723.11,0
2025-10-09,9.71,12:00,p,0.1,2.3046,6723.11,0
2025-10-09,9.71,12:00,p,0.15,1.7431,6723.11,0
2025-10-09,9.71,12:00,p,0.2,1.384,6723.11,0
2025-10-09,9.71,12:00,p,0.25,1.0728,6723.11,0
2025-10-09,9.71,12:00,p,0.3,0.8383,6723.11,0
2025-10-09,9.71,12:00,c,0.05,2.3801,6723.11,0
2025-10-09,9.71,12:00,c,0.1,1.7702,6723.11,0
2025-10-09,9.71,12:00,c,0.15,1.4326,6723.11,0
2025-10-09,9.71,12:00,c,0.2,1.1278,6723.11,0
2025-10-09,9.71,12:00,c,0.25,0.888,6723.11,0
2025-10-09,9.71,12:00,c,0.3,0.7032,6723.11,0
2025-07-25,9.9,06:35,p,0.05,3.3474,6372.65,0
2025-07-25,9.9,06:35,p,0.1,2.2213,6372.65,0
2025-07-25,9.9,06:35,p,0.15,1.6642,6372.65,0
2025-07-25,9.9,06:35,p,0.2,1.2906,6372.65,0
2025-07-25,9.9,06:35,p,0.25,0.9927,6372.65,0
2025-07-25,9.9,06:35,p,0.3,0.746,6372.65,0
2025-07-25,9.9,06:35,c,0.05,2.1757,6372.65,0
2025-07-25,9.9,06:35,c,0.1,1.6236,6372.65,0
2025-07-25,9.9,06:35,c,0.15,1.2904,6372.65,0
2025-07-25,9.9,06:35,c,0.2,1.057,6372.65,0
2025-07-25,9.9,06:35,c,0.25,0.8614,6372.65,0
2025-07-25,9.9,06:35,c,0.3,0.6778,6372.65,0
2025-07-25,9.9,08:00,p,0.05,3.4726,6378.37,0
2025-07-25,9.9,08:00,p,0.1,2.0396,6378.37,0
2025-07-25,9.9,08:00,p,0.15,1.447,6378.37,0
2025-07-25,9.9,08:00,p,0.2,1.1054,6378.37,0
2025-07-25,9.9,08:00,p,0.25,0.8388,6378.37,0
2025-07-25,9.9,08:00,p,0.3,0.6351,6378.37,0
2025-07-25,9.9,08:00,c,0.05,2.1302,6378.37,0
2025-07-25,9.9,08:00,c,0.1,1.4641,6378.37,0
2025-07-25,9.9,08:00,c,0.15,1.1487,6378.37,0
2025-07-25,9.9,08:00,c,0.2,0.9339,6378.37,0
2025-07-25,9.9,08:00,c,0.25,0.7433,6378.37,0
2025-07-25,9.9,08:00,c,0.3,0.5895,6378.37,0
2025-07-25,9.9,10:00,p,0.05,3.8768,6388.72,0
2025-07-25,9.9,10:00,p,0.1,2.0265,6388.72,0
2025-07-25,9.9,10:00,p,0.15,1.4526,6388.72,0
2025-07-25,9.9,10:00,p,0.2,1.0941,6388.72,0
2025-07-25,9.9,10:00,p,0.25,0.8474,6388.72,0
2025-07-25,9.9,10:00,p,0.3,0.6371,6388.72,0
2025-07-25,9.9,10:00,c,0.05,2.0328,6388.72,0
2025-07-25,9.9,10:00,c,0.1,1.5104,6388.72,0
2025-07-25,9.9,10:00,c,0.15,1.1774,6388.72,0
2025-07-25,9.9,10:00,c,0.2,0.9105,6388.72,0
2025-07-25,9.9,10:00,c,0.25,0.7386,6388.72,0
2025-07-25,9.9,10:00,c,0.3,0.5666,6388.72,0
2025-07-25,9.9,12:00,p,0.05,3.3583,6391.96,0
2025-07-25,9.9,12:00,p,0.1,2.1055,6391.96,0
2025-07-25,9.9,12:00,p,0.15,1.5342,6391.96,0
2025-07-25,9.9,12:00,p,0.2,1.1452,6391.96,0
2025-07-25,9.9,12:00,p,0.25,0.8904,6391.96,0
2025-07-25,9.9,12:00,p,0.3,0.6925,6391.96,0
2025-07-25,9.9,12:00,c,0.05,2.1912,6391.96,0
2025-07-25,9.9,12:00,c,0.1,1.5879,6391.96,0
2025-07-25,9.9,12:00,c,0.15,1.1741,6391.96,0
2025-07-25,9.9,12:00,c,0.2,0.9854,6391.96,0
2025-07-25,9.9,12:00,c,0.25,0.7967,6391.96,0
2025-07-25,9.9,12:00,c,0.3,0.608,6391.96,0
2025-08-20,9.97,06:35,p,0.05,3.4655,6400.58,0
2025-08-20,9.97,06:35,p,0.1,2.7017,6400.58,0
2025-08-20,9.97,06:35,p,0.15,2.1295,6400.58,0
2025-08-20,9.97,06:35,p,0.2,1.6893,6400.58,0
2025-08-20,9.97,06:35,p,0.25,1.309,6400.58,0
2025-08-20,9.97,06:35,p,0.3,0.9846,6400.58,0
2025-08-20,9.97,06:35,c,0.05,2.5013,6400.58,0
2025-08-20,9.97,06:35,c,0.1,1.9422,6400.58,0
2025-08-20,9.97,06:35,c,0.15,1.5968,6400.58,0
2025-08-20,9.97,06:35,c,0.2,1.312,6400.58,0
2025-08-20,9.97,06:35,c,0.25,1.0618,6400.58,0
2025-08-20,9.97,06:35,c,0.3,0.8315,6400.58,0
2025-08-20,9.97,08:00,p,0.05,4.7354,6347.99,0
2025-08-20,9.97,08:00,p,0.1,3.1528,6347.99,0
2025-08-20,9.97,08:00,p,0.15,2.4252,6347.99,0
2025-08-20,9.97,08:00,p,0.2,1.8875,6347.99,0
2025-08-20,9.97,08:00,p,0.25,1.471,6347.99,0
2025-08-20,9.97,08:00,p,0.3,1.1104,6347.99,0
2025-08-20,9.97,08:00,c,0.05,3.4805,6347.99,0
2025-08-20,9.97,08:00,c,0.1,2.6134,6347.99,0
2025-08-20,9.97,08:00,c,0.15,2.0619,6347.99,0
2025-08-20,9.97,08:00,c,0.2,1.678,6347.99,0
2025-08-20,9.97,08:00,c,0.25,1.3483,6347.99,0
2025-08-20,9.97,08:00,c,0.3,1.065,6347.99,0
2025-08-20,9.97,10:00,p,0.05,3.4534,6377.41,0
2025-08-20,9.97,10:00,p,0.1,2.4599,6377.41,0
2025-08-20,9.97,10:00,p,0.15,1.8877,6377.41,0
2025-08-20,9.97,10:00,p,0.2,1.4796,6377.41,0
2025-08-20,9.97,10:00,p,0.25,1.1613,6377.41,0
2025-08-20,9.97,10:00,p,0.3,0.8757,6377.41,0
2025-08-20,9.97,10:00,c,0.05,3.1493,6377.41,0
2025-08-20,9.97,10:00,c,0.1,2.3748,6377.41,0
2025-08-20,9.97,10:00,c,0.15,1.9491,6377.41,0
2025-08-20,9.97,10:00,c,0.2,1.604,6377.41,0
2025-08-20,9.97,10:00,c,0.25,1.3067,6377.41,0
2025-08-20,9.97,10:00,c,0.3,1.033,6377.41,0
2025-08-20,9.97,12:00,p,0.05,4.0895,6381.84,0
2025-08-20,9.97,12:00,p,0.1,2.9298,6381.84,0
2025-08-20,9.97,12:00,p,0.15,2.2201,6381.84,0
2025-08-20,9.97,12:00,p,0.2,1.7239,6381.84,0
2025-08-20,9.97,12:00,p,0.25,1.3804,6381.84,0
2025-08-20,9.97,12:00,p,0.3,1.0369,6381.84,0
2025-08-20,9.97,12:00,c,0.05,3.1545,6381.84,0
2025-08-20,9.97,12:00,c,0.1,2.4094,6381.84,0
2025-08-20,9.97,12:00,c,0.15,1.9123,6381.84,0
2025-08-20,9.97,12:00,c,0.2,1.5696,6381.84,0
2025-08-20,9.97,12:00,c,0.25,1.227,6381.84,0
2025-08-20,9.97,12:00,c,0.3,0.9695,6381.84,0
2025-10-02,10.26,06:35,p,0.05,3.3791,6728.31,0
2025-10-02,10.26,06:35,p,0.1,2.2661,6728.31,0
2025-10-02,10.26,06:35,p,0.15,1.6521,6728.31,0
2025-10-02,10.26,06:35,p,0.2,1.2982,6728.31,0
2025-10-02,10.26,06:35,p,0.25,0.9738,6728.31,0
2025-10-02,10.26,06:35,p,0.3,0.7393,6728.31,0
2025-10-02,10.26,06:35,c,0.05,1.9546,6728.31,0
2025-10-02,10.26,06:35,c,0.1,1.5365,6728.31,0
2025-10-02,10.26,06:35,c,0.15,1.1852,6728.31,0
2025-10-02,10.26,06:35,c,0.2,1.0096,6728.31,0
2025-10-02,10.26,06:35,c,0.25,0.8405,6728.31,0
2025-10-02,10.26,06:35,c,0.3,0.6553,6728.31,0
2025-10-02,10.26,08:00,p,0.05,3.5049,6700.49,0
2025-10-02,10.26,08:00,p,0.1,2.3246,6700.49,0
2025-10-02,10.26,08:00,p,0.15,1.7603,6700.49,0
2025-10-02,10.26,08:00,p,0.2,1.4008,6700.49,0
2025-10-02,10.26,08:00,p,0.25,1.0826,6700.49,0
2025-10-02,10.26,08:00,p,0.3,0.8031,6700.49,0
2025-10-02,10.26,08:00,c,0.05,2.2942,6700.49,0
2025-10-02,10.26,08:00,c,0.1,1.717,6700.49,0
2025-10-02,10.26,08:00,c,0.15,1.3858,6700.49,0
2025-10-02,10.26,08:00,c,0.2,1.1389,6700.49,0
2025-10-02,10.26,08:00,c,0.25,0.9279,6700.49,0
2025-10-02,10.26,08:00,c,0.3,0.7301,6700.49,0
2025-10-02,10.26,10:00,p,0.05,3.0503,6709.4,0
2025-10-02,10.26,10:00,p,0.1,2.0042,6709.4,0
2025-10-02,10.26,10:00,p,0.15,1.444,6709.4,0
2025-10-02,10.26,10:00,p,0.2,1.1084,6709.4,0
2025-10-02,10.26,10:00,p,0.25,0.8634,6709.4,0
2025-10-02,10.26,10:00,p,0.3,0.6489,6709.4,0
2025-10-02,10.26,10:00,c,0.05,2.4145,6709.4,0
2025-10-02,10.26,10:00,c,0.1,1.7665,6709.4,0
2025-10-02,10.26,10:00,c,0.15,1.4095,6709.4,0
2025-10-02,10.26,10:00,c,0.2,1.1358,6709.4,0
2025-10-02,10.26,10:00,c,0.25,0.9132,6709.4,0
2025-10-02,10.26,10:00,c,0.3,0.7189,6709.4,0
2025-10-02,10.26,12:00,p,0.05,2.8392,6719.29,0
2025-10-02,10.26,12:00,p,0.1,1.8892,6719.29,0
2025-10-02,10.26,12:00,p,0.15,1.4481,6719.29,0
2025-10-02,10.26,12:00,p,0.2,1.1307,6719.29,0
2025-10-02,10.26,12:00,p,0.25,0.9042,6719.29,0
2025-10-02,10.26,12:00,p,0.3,0.6777,6719.29,0
2025-10-02,10.26,12:00,c,0.05,2.3198,6719.29,0
2025-10-02,10.26,12:00,c,0.1,1.7642,6719.29,0
2025-10-02,10.26,12:00,c,0.15,1.3782,6719.29,0
2025-10-02,10.26,12:00,c,0.2,1.1156,6719.29,0
2025-10-02,10.26,12:00,c,0.25,0.8529,6719.29,0
2025-10-02,10.26,12:00,c,0.3,0.6587,6719.29,0
2025-12-22,10.37,06:35,p,0.05,4.1107,6865.47,0
2025-12-22,10.37,06:35,p,0.1,2.8011,6865.47,0
2025-12-22,10.37,06:35,p,0.15,2.1044,6865.47,0
2025-12-22,10.37,06:35,p,0.2,1.641,6865.47,0
2025-12-22,10.37,06:35,p,0.25,1.2264,6865.47,0
2025-12-22,10.37,06:35,p,0.3,0.9129,6865.47,0
2025-12-22,10.37,06:35,c,0.05,2.1529,6865.47,0
2025-12-22,10.37,06:35,c,0.1,1.6535,6865.47,0
2025-12-22,10.37,06:35,c,0.15,1.314,6865.47,0
2025-12-22,10.37,06:35,c,0.2,1.0807,6865.47,0
2025-12-22,10.37,06:35,c,0.25,0.8904,6865.47,0
2025-12-22,10.37,06:35,c,0.3,0.7174,6865.47,0
2025-12-22,10.37,08:00,p,0.05,2.9211,6864.88,0
2025-12-22,10.37,08:00,p,0.1,2.0416,6864.88,0
2025-12-22,10.37,08:00,p,0.15,1.5106,6864.88,0
2025-12-22,10.37,08:00,p,0.2,1.1533,6864.88,0
2025-12-22,10.37,08:00,p,0.25,0.8752,6864.88,0
2025-12-22,10.37,08:00,p,0.3,0.6602,6864.88,0
2025-12-22,10.37,08:00,c,0.05,1.6532,6864.88,0
2025-12-22,10.37,08:00,c,0.1,1.1697,6864.88,0
2025-12-22,10.37,08:00,c,0.15,0.9436,6864.88,0
2025-12-22,10.37,08:00,c,0.2,0.773,6864.88,0
2025-12-22,10.37,08:00,c,0.25,0.62,6864.88,0
2025-12-22,10.37,08:00,c,0.3,0.4906,6864.88,0
2025-12-22,10.37,10:00,p,0.05,2.3605,6881.14,0
2025-12-22,10.37,10:00,p,0.1,1.478,6881.14,0
2025-12-22,10.37,10:00,p,0.15,1.1161,6881.14,0
2025-12-22,10.37,10:00,p,0.2,0.8389,6881.14,0
2025-12-22,10.37,10:00,p,0.25,0.6677,6881.14,0
2025-12-22,10.37,10:00,p,0.3,0.4966,6881.14,0
2025-12-22,10.37,10:00,c,0.05,1.6809,6881.14,0
2025-12-22,10.37,10:00,c,0.1,1.1733,6881.14,0
2025-12-22,10.37,10:00,c,0.15,0.9159,6881.14,0
2025-12-22,10.37,10:00,c,0.2,0.7154,6881.14,0
2025-12-22,10.37,10:00,c,0.25,0.5723,6881.14,0
2025-12-22,10.37,10:00,c,0.3,0.4455,6881.14,0
2025-12-22,10.37,12:00,p,0.05,2.1895,6876.28,0
2025-12-22,10.37,12:00,p,0.1,1.4028,6876.28,0
2025-12-22,10.37,12:00,p,0.15,1.0277,6876.28,0
2025-12-22,10.37,12:00,p,0.2,0.7583,6876.28,0
2025-12-22,10.37,12:00,p,0.25,0.6142,6876.28,0
2025-12-22,10.37,12:00,p,0.3,0.4701,6876.28,0
2025-12-22,10.37,12:00,c,0.05,1.7347,6876.28,0
2025-12-22,10.37,12:00,c,0.1,1.2019,6876.28,0
2025-12-22,10.37,12:00,c,0.15,0.9881,6876.28,0
2025-12-22,10.37,12:00,c,0.2,0.8128,6876.28,0
2025-12-22,10.37,12:00,c,0.25,0.6375,6876.28,0
2025-10-22,10.55,06:35,p,0.05,4.7346,6729.44,0
2025-10-22,10.55,06:35,p,0.1,3.5022,6729.44,0
2025-10-22,10.55,06:35,p,0.15,2.6509,6729.44,0
2025-10-22,10.55,06:35,p,0.2,2.0138,6729.44,0
2025-10-22,10.55,06:35,p,0.25,1.5772,6729.44,0
2025-10-22,10.55,06:35,p,0.3,1.202,6729.44,0
2025-10-22,10.55,06:35,c,0.05,2.5656,6729.44,0
2025-10-22,10.55,06:35,c,0.1,1.983,6729.44,0
2025-10-22,10.55,06:35,c,0.15,1.6062,6729.44,0
2025-10-22,10.55,06:35,c,0.2,1.2953,6729.44,0
2025-10-22,10.55,06:35,c,0.25,1.0513,6729.44,0
2025-10-22,10.55,06:35,c,0.3,0.828,6729.44,0
2025-10-22,10.55,08:00,p,0.05,3.9836,6722.96,0
2025-10-22,10.55,08:00,p,0.1,2.7004,6722.96,0
2025-10-22,10.55,08:00,p,0.15,2.0067,6722.96,0
2025-10-22,10.55,08:00,p,0.2,1.5436,6722.96,0
2025-10-22,10.55,08:00,p,0.25,1.1715,6722.96,0
2025-10-22,10.55,08:00,p,0.3,0.869,6722.96,0
2025-10-22,10.55,08:00,c,0.05,2.62,6722.96,0
2025-10-22,10.55,08:00,c,0.1,1.9866,6722.96,0
2025-10-22,10.55,08:00,c,0.15,1.6002,6722.96,0
2025-10-22,10.55,08:00,c,0.2,1.3124,6722.96,0
2025-10-22,10.55,08:00,c,0.25,1.0807,6722.96,0
2025-10-22,10.55,08:00,c,0.3,0.8612,6722.96,0
2025-10-22,10.55,10:00,p,0.05,6.1267,6695.23,0
2025-10-22,10.55,10:00,p,0.1,4.6084,6695.23,0
2025-10-22,10.55,10:00,p,0.15,3.5933,6695.23,0
2025-10-22,10.55,10:00,p,0.2,2.7736,6695.23,0
2025-10-22,10.55,10:00,p,0.25,2.1653,6695.23,0
2025-10-22,10.55,10:00,p,0.3,1.6608,6695.23,0
2025-10-22,10.55,10:00,c,0.05,2.9057,6695.23,0
2025-10-22,10.55,10:00,c,0.1,2.2372,6695.23,0
2025-10-22,10.55,10:00,c,0.15,1.8208,6695.23,0
2025-10-22,10.55,10:00,c,0.2,1.4672,6695.23,0
2025-10-22,10.55,10:00,c,0.25,1.188,6695.23,0
2025-10-22,10.55,10:00,c,0.3,0.9176,6695.23,0
2025-10-22,10.55,12:00,p,0.05,5.0221,6687.07,0
2025-10-22,10.55,12:00,p,0.1,3.4288,6687.07,0
2025-10-22,10.55,12:00,p,0.15,2.6723,6687.07,0
2025-10-22,10.55,12:00,p,0.2,2.0723,6687.07,0
2025-10-22,10.55,12:00,p,0.25,1.5706,6687.07,0
2025-10-22,10.55,12:00,p,0.3,1.2329,6687.07,0
2025-10-22,10.55,12:00,c,0.05,3.9226,6687.07,0
2025-10-22,10.55,12:00,c,0.1,2.9097,6687.07,0
2025-10-22,10.55,12:00,c,0.15,2.3375,6687.07,0
2025-10-22,10.55,12:00,c,0.2,1.9076,6687.07,0
2025-10-22,10.55,12:00,c,0.25,1.5319,6687.07,0
2025-10-22,10.55,12:00,c,0.3,1.2,6687.07,0
2025-01-22,10.63,06:35,p,0.05,3.8345,6080.47,0
2025-01-22,10.63,06:35,p,0.1,2.7378,6080.47,0
2025-01-22,10.63,06:35,p,0.15,2.1152,6080.47,0
2025-01-22,10.63,06:35,p,0.2,1.6791,6080.47,0
2025-01-22,10.63,06:35,p,0.25,1.3405,6080.47,0
2025-01-22,10.63,06:35,p,0.3,1.06,6080.47,0
2025-01-22,10.63,06:35,c,0.05,1.9186,6080.47,0
2025-01-22,10.63,06:35,c,0.1,1.4471,6080.47,0
2025-01-22,10.63,06:35,c,0.15,1.1412,6080.47,0
2025-01-22,10.63,06:35,c,0.2,0.9082,6080.47,0
2025-01-22,10.63,06:35,c,0.25,0.703,6080.47,0
2025-01-22,10.63,06:35,c,0.3,0.5121,6080.47,0
2025-01-22,10.63,08:00,p,0.05,3.5352,6087.37,0
2025-01-22,10.63,08:00,p,0.1,2.2749,6087.37,0
2025-01-22,10.63,08:00,p,0.15,1.711,6087.37,0
2025-01-22,10.63,08:00,p,0.2,1.3204,6087.37,0
2025-01-22,10.63,08:00,p,0.25,1.0195,6087.37,0
2025-01-22,10.63,08:00,p,0.3,0.7683,6087.37,0
2025-01-22,10.63,08:00,c,0.05,1.9215,6087.37,0
2025-01-22,10.63,08:00,c,0.1,1.439,6087.37,0
2025-01-22,10.63,08:00,c,0.15,1.1636,6087.37,0
2025-01-22,10.63,08:00,c,0.2,0.9636,6087.37,0
2025-01-22,10.63,08:00,c,0.25,0.7785,6087.37,0
2025-01-22,10.63,08:00,c,0.3,0.618,6087.37,0
2025-01-22,10.63,10:00,p,0.05,4.0369,6094.83,0
2025-01-22,10.63,10:00,p,0.1,2.361,6094.83,0
2025-01-22,10.63,10:00,p,0.15,1.6983,6094.83,0
2025-01-22,10.63,10:00,p,0.2,1.2784,6094.83,0
2025-01-22,10.63,10:00,p,0.25,0.9791,6094.83,0
2025-01-22,10.63,10:00,p,0.3,0.7267,6094.83,0
2025-01-22,10.63,10:00,c,0.05,1.8801,6094.83,0
2025-01-22,10.63,10:00,c,0.1,1.408,6094.83,0
2025-01-22,10.63,10:00,c,0.15,1.128,6094.83,0
2025-01-22,10.63,10:00,c,0.2,0.9086,6094.83,0
2025-01-22,10.63,10:00,c,0.25,0.7362,6094.83,0
2025-01-22,10.63,10:00,c,0.3,0.5817,6094.83,0
2025-01-22,10.63,12:00,p,0.05,3.1796,6097.16,0
2025-01-22,10.63,12:00,p,0.1,2.0672,6097.16,0
2025-01-22,10.63,12:00,p,0.15,1.5682,6097.16,0
2025-01-22,10.63,12:00,p,0.2,1.2498,6097.16,0
2025-01-22,10.63,12:00,p,0.25,0.9774,6097.16,0
2025-01-22,10.63,12:00,p,0.3,0.8018,6097.16,0
2025-01-22,10.63,12:00,c,0.05,2.0922,6097.16,0
2025-01-22,10.63,12:00,c,0.1,1.4578,6097.16,0
2025-01-22,10.63,12:00,c,0.15,1.0631,6097.16,0
2025-01-22,10.63,12:00,c,0.2,0.8572,6097.16,0
2025-01-22,10.63,12:00,c,0.25,0.6512,6097.16,0
2025-01-22,10.63,12:00,c,0.3,0.4453,6097.16,0
2025-07-18,10.77,06:35,p,0.05,3.405,6310.03,0
2025-07-18,10.77,06:35,p,0.1,2.3487,6310.03,0
2025-07-18,10.77,06:35,p,0.15,1.8033,6310.03,0
2025-07-18,10.77,06:35,p,0.2,1.3953,6310.03,0
2025-07-18,10.77,06:35,p,0.25,1.0781,6310.03,0
2025-07-18,10.77,06:35,p,0.3,0.8093,6310.03,0
2025-07-18,10.77,06:35,c,0.05,2.1599,6310.03,0
2025-07-18,10.77,06:35,c,0.1,1.6828,6310.03,0
2025-07-18,10.77,06:35,c,0.15,1.3747,6310.03,0
2025-07-18,10.77,06:35,c,0.2,1.1345,6310.03,0
2025-07-18,10.77,06:35,c,0.25,0.9278,6310.03,0
2025-07-18,10.77,06:35,c,0.3,0.7332,6310.03,0
2025-07-18,10.77,08:00,p,0.05,3.4714,6292.32,0
2025-07-18,10.77,08:00,p,0.1,2.2624,6292.32,0
2025-07-18,10.77,08:00,p,0.15,1.6984,6292.32,0
2025-07-18,10.77,08:00,p,0.2,1.3343,6292.32,0
2025-07-18,10.77,08:00,p,0.25,1.0373,6292.32,0
2025-07-18,10.77,08:00,p,0.3,0.7837,6292.32,0
2025-07-18,10.77,08:00,c,0.05,2.2101,6292.32,0
2025-07-18,10.77,08:00,c,0.1,1.6115,6292.32,0
2025-07-18,10.77,08:00,c,0.15,1.296,6292.32,0
2025-07-18,10.77,08:00,c,0.2,1.0432,6292.32,0
2025-07-18,10.77,08:00,c,0.25,0.8467,6292.32,0
2025-07-18,10.77,08:00,c,0.3,0.6653,6292.32,0
2025-07-18,10.77,10:00,p,0.05,3.6988,6287.21,0
2025-07-18,10.77,10:00,p,0.1,2.3366,6287.21,0
2025-07-18,10.77,10:00,p,0.15,1.7128,6287.21,0
2025-07-18,10.77,10:00,p,0.2,1.3163,6287.21,0
2025-07-18,10.77,10:00,p,0.25,1.0292,6287.21,0
2025-07-18,10.77,10:00,p,0.3,0.7748,6287.21,0
2025-07-18,10.77,10:00,c,0.05,2.2919,6287.21,0
2025-07-18,10.77,10:00,c,0.1,1.6742,6287.21,0
2025-07-18,10.77,10:00,c,0.15,1.3522,6287.21,0
2025-07-18,10.77,10:00,c,0.2,1.1165,6287.21,0
2025-07-18,10.77,10:00,c,0.25,0.9074,6287.21,0
2025-07-18,10.77,10:00,c,0.3,0.7166,6287.21,0
2025-07-18,10.77,12:00,p,0.05,3.1842,6292.25,0
2025-07-18,10.77,12:00,p,0.1,2.057,6292.25,0
2025-07-18,10.77,12:00,p,0.15,1.5027,6292.25,0
2025-07-18,10.77,12:00,p,0.2,1.1154,6292.25,0
2025-07-18,10.77,12:00,p,0.25,0.8634,6292.25,0
2025-07-18,10.77,12:00,p,0.3,0.6679,6292.25,0
2025-07-18,10.77,12:00,c,0.05,2.2621,6292.25,0
2025-07-18,10.77,12:00,c,0.1,1.6902,6292.25,0
2025-07-18,10.77,12:00,c,0.15,1.3341,6292.25,0
2025-07-18,10.77,12:00,c,0.2,1.0234,6292.25,0
2025-07-18,10.77,12:00,c,0.25,0.8422,6292.25,0
2025-07-18,10.77,12:00,c,0.3,0.6609,6292.25,0
2025-08-07,10.83,06:35,p,0.05,3.9559,6385.83,0
2025-08-07,10.83,06:35,p,0.1,2.6218,6385.83,0
2025-08-07,10.83,06:35,p,0.15,1.9431,6385.83,0
2025-08-07,10.83,06:35,p,0.2,1.4964,6385.83,0
2025-08-07,10.83,06:35,p,0.25,1.1478,6385.83,0
2025-08-07,10.83,06:35,p,0.3,0.8924,6385.83,0
2025-08-07,10.83,06:35,c,0.05,2.4658,6385.83,0
2025-08-07,10.83,06:35,c,0.1,1.8385,6385.83,0
2025-08-07,10.83,06:35,c,0.15,1.496,6385.83,0
2025-08-07,10.83,06:35,c,0.2,1.2326,6385.83,0
2025-08-07,10.83,06:35,c,0.25,0.991,6385.83,0
2025-08-07,10.83,06:35,c,0.3,0.7881,6385.83,0
2025-08-07,10.83,08:00,p,0.05,4.4624,6346.8,0
2025-08-07,10.83,08:00,p,0.1,3.2037,6346.8,0
2025-08-07,10.83,08:00,p,0.15,2.5651,6346.8,0
2025-08-07,10.83,08:00,p,0.2,1.8199,6346.8,0
2025-08-07,10.83,08:00,p,0.25,1.5138,6346.8,0
2025-08-07,10.83,08:00,p,0.3,1.1674,6346.8,0
2025-08-07,10.83,08:00,c,0.05,2.7462,6346.8,0
2025-08-07,10.83,08:00,c,0.1,2.0824,6346.8,0
2025-08-07,10.83,08:00,c,0.15,1.6831,6346.8,0
2025-08-07,10.83,08:00,c,0.2,1.4744,6346.8,0
2025-08-07,10.83,08:00,c,0.25,1.0879,6346.8,0
2025-08-07,10.83,08:00,c,0.3,0.9223,6346.8,0
2025-08-07,10.83,10:00,p,0.05,4.2429,6331.83,0
2025-08-07,10.83,10:00,p,0.1,2.9529,6331.83,0
2025-08-07,10.83,10:00,p,0.15,2.278,6331.83,0
2025-08-07,10.83,10:00,p,0.2,1.784,6331.83,0
2025-08-07,10.83,10:00,p,0.25,1.4061,6331.83,0
2025-08-07,10.83,10:00,p,0.3,1.0494,6331.83,0
2025-08-07,10.83,10:00,c,0.05,2.5582,6331.83,0
2025-08-07,10.83,10:00,c,0.1,2.0505,6331.83,0
2025-08-07,10.83,10:00,c,0.15,1.7308,6331.83,0
2025-08-07,10.83,10:00,c,0.2,1.4355,6331.83,0
2025-08-07,10.83,10:00,c,0.25,1.1732,6331.83,0
2025-08-07,10.83,10:00,c,0.3,0.9227,6331.83,0
2025-08-07,10.83,12:00,p,0.05,4.4379,6324.5,0
2025-08-07,10.83,12:00,p,0.1,3.061,6324.5,0
2025-08-07,10.83,12:00,p,0.15,2.252,6324.5,0
2025-08-07,10.83,12:00,p,0.2,1.7141,6324.5,0
2025-08-07,10.83,12:00,p,0.25,1.2967,6324.5,0
2025-08-07,10.83,12:00,p,0.3,1.0309,6324.5,0
2025-08-07,10.83,12:00,c,0.05,3.5024,6324.5,0
2025-08-07,10.83,12:00,c,0.1,2.4672,6324.5,0
2025-08-07,10.83,12:00,c,0.15,1.9111,6324.5,0
2025-08-07,10.83,12:00,c,0.2,1.4713,6324.5,0
2025-08-07,10.83,12:00,c,0.25,1.2397,6324.5,0
2025-08-07,10.83,12:00,c,0.3,1.0269,6324.5,0
2026-05-12,11.05,06:35,p,0.05,3.9702,7385.11,0
2026-05-12,11.05,06:35,p,0.1,2.7511,7385.11,0
2026-05-12,11.05,06:35,p,0.15,2.0991,7385.11,0
2026-05-12,11.05,06:35,p,0.2,1.6231,7385.11,0
2026-05-12,11.05,06:35,p,0.25,1.2514,7385.11,0
2026-05-12,11.05,06:35,p,0.3,0.9364,7385.11,0
2026-05-12,11.05,06:35,c,0.05,2.3456,7385.11,0
2026-05-12,11.05,06:35,c,0.1,1.8038,7385.11,0
2026-05-12,11.05,06:35,c,0.15,1.4882,7385.11,0
